Host Name,Planet Letter,Planet Name,Discovery Method,Year of Discovery,Orbital Period (days),Planet Mass (Earth Mass),Planet Radius (Earth Radii),Planet Density (g/cm^3),Equilibrium Temperature (K),Insolation Flux (Earth Flux)
K2-9,b,K2-9 b,Transit,2015,18.4498,5.69,2.25,2.74,314,1.36
K2-90,b,K2-90 b,Transit,2016,13.733314,7.27,2.6,2.27,502,10.2
K2-90,c,K2-90 c,Transit,2016,2.900706,2.24,1.3,5.6,,80.8
K2-91,b,K2-91 b,Transit,2016,1.419549,1.37,1.1,5.66,,46
K2-95,b,K2-95 b,Transit,2016,10.134016,14.3,3.88,1.35,383,
K2-97,b,K2-97 b,Transit,2016,8.406726,152.5584,10.61,0.702,1499,
K2-98,b,K2-98 b,Transit,2016,10.136448,32.2,5.2,2.15,1092,
K2-99,b,K2-99 b,Transit,2016,18.251985,308.2951,11.73,1.05,1113,
KELT-1,b,KELT-1 b,Transit,2012,1.217514,8654.15,12.442,24.7,,
KELT-10,b,KELT-10 b,Transit,2016,4.1662739,215.80657,15.681,0.308,1377,600
KELT-11,b,KELT-11 b,Transit,2017,4.7361,54.34893,15.132,0.093,1712,1433
KELT-12,b,KELT-12 b,Transit,2017,5.031623,301.9385,19.952,0.209,1800,1749
KELT-14,b,KELT-14 b,Transit,2016,1.7100566,408.09372,19.537,0.322,1970,
KELT-15,b,KELT-15 b,Transit,2016,3.32944,416.3573,19.504,0.36,1642,
KELT-16,b,KELT-16 b,Transit,2017,0.9689951,874.0325,15.861,1.2,2453,
KELT-17,b,KELT-17 b,Transit,2016,3.0801716,416.3573,17.094,0.46,2087,
KELT-18,b,KELT-18 b,Transit,2017,2.8717518,375.0394,17.598,0.377,2085,3152
KELT-19 A,b,KELT-19 A b,Transit,2017,4.6117093,1293.5681,21.409,0.744,1935,2340
KELT-2 A,b,KELT-2 A b,Transit,2012,4.11379,540.311,15.132,0.91,,
KELT-20,b,KELT-20 b,Transit,2017,3.4741085,1074.90106,19.515,0.806,2262,4362.5
KELT-21,b,KELT-21 b,Transit,2018,3.6127647,1242.7153,17.777,1.24,2051,2950
KELT-23 A,b,KELT-23 A b,Transit,2019,2.255251,298.12454,14.83,0.503,1561,991.183
KELT-24,b,KELT-24 b,Transit,2019,5.5514926,1646.3594,14.258,3.13,1459,750.9
KELT-3,b,KELT-3 b,Transit,2013,2.70339,616.5902,17.486,0.75,1816,
KELT-4 A,b,KELT-4 A b,Transit,2016,2.9895932,286.68266,19.044,0.228,1823,
KELT-6,b,KELT-6 b,Transit,2014,7.8457,165.2716,14.572,0.311,1313,
KELT-6,c,KELT-6 c,Radial Velocity,2015,1276,1179.1493,13,2.95,,
KELT-7,b,KELT-7 b,Transit,2015,2.73477,441.7837,17.934,0.442,2048,
KELT-8,b,KELT-8 b,Transit,2015,3.24406,209.7678,18.159,0.167,1675,
KELT-9,b,KELT-9 b,Transit,2017,1.4811235,915.3504,21.196,0.53,4050,44900
KIC 10001893,b,KIC 10001893 b,Orbital Brightness Modulation,2014,0.2197,,,,,
KIC 10001893,c,KIC 10001893 c,Orbital Brightness Modulation,2014,0.32528,,,,,
KIC 10001893,d,KIC 10001893 d,Orbital Brightness Modulation,2014,0.81161,,,,,
KIC 10525077,b,KIC 10525077 b,Transit,2015,854.083,25.9,5.5,0.855,,
KIC 3558849,b,KIC 3558849 b,Transit,2015,1322.3,38.1,6.9,0.637,,
KIC 5095269,b,KIC 5095269 b,Eclipse Timing Variations,2017,237.68977,2445.06619,12.6,6.72,,
KIC 5437945,b,KIC 5437945 b,Transit,2015,440.7813,33.6,6.4,0.704,,
KIC 5951458,b,KIC 5951458 b,Transit,2015,1320.1,35.4,6.6,0.677,,
KIC 7917485,b,KIC 7917485 b,Pulsation Timing Variations,2016,840,3750.394,12.4,10.8,,
KOI-7892,b,KIC 8540376 b,Transit,2015,31.8099,15.8,4.1,1.26,,
KOI-7892,c,KIC 8540376 c,Transit,2015,75.2,6.35,2.4,2.52,,
KIC 9663113,b,KIC 9663113 b,Transit,2015,572.3847,19.2,4.6,1.08,,3.356
KMT-2016-BLG-0212L,b,KMT-2016-BLG-0212L b,Microlensing,2018,,5720.94,12.2,17.3,,
KMT-2016-BLG-1107L,b,KMT-2016-BLG-1107L b,Microlensing,2019,,1043.43589,13.1,2.55,,
KMT-2016-BLG-1397L,b,KMT-2016-BLG-1397L b,Microlensing,2018,,2224.81,12.7,5.97,,
KMT-2016-BLG-1820L,b,KMT-2016-BLG-1820L b,Microlensing,2018,,1452.4831,12.9,3.72,,
KMT-2016-BLG-1836L,b,KMT-2016-BLG-1836L b,Microlensing,2019,,699.226,13.3,1.63,,
KMT-2016-BLG-2142L,b,KMT-2016-BLG-2142L b,Microlensing,2018,,4923.1867,12.2,14.9,,
KMT-2017-BLG-0165L,b,KMT-2017-BLG-0165L b,Microlensing,2018,,34,6.45,0.696,,
KMT-2017-BLG-1038L,b,KMT-2017-BLG-1038L b,Microlensing,2019,,635.66,13.4,1.45,,
KMT-2017-BLG-1146L,b,KMT-2017-BLG-1146L b,Microlensing,2019,,225.6593,14,0.452,,
KMT-2018-BLG-0029L,b,KMT-2018-BLG-0029L b,Microlensing,2020,,7.59,2.67,2.19,,
KMT-2018-BLG-1292L,b,KMT-2018-BLG-1292L b,Microlensing,2020,,1404.8086,12.9,3.6,,
KMT-2018-BLG-1990L,b,KMT-2018-BLG-1990L b,Microlensing,2019,,110.60484,12.9,0.283,,
KMT-2019-BLG-1339L,b,KMT-2019-BLG-1339L b,Microlensing,2020,,397.2875,13.7,0.849,,
KMT-2019-BLG-1953L,b,KMT-2019-BLG-1953L b,Microlensing,2020,,203.4112,14.1,0.399,,
KOI-12,b,KOI-12 b,Transit,2015,17.855182,349.613,13.787,0.733,,196.507
KOI-1257,b,KOI-1257 b,Transit,2014,86.647661,460.83,10.54,2.1,511,
KOI-13,b,KOI-13 b,Transit,2011,1.763588,2949.4624,16.948,3.6,2550,25339.901
KOI-142,b,KOI-142 b,Transit,2013,10.91647,9.5,3.438,1.29,,68.563
KOI-142,c,KOI-142 c,Transit,2013,22.26492,214.1,14,0.429,,
KOI-1599,c,KOI-1599.01,Transit,2019,20.4415,4.6,1.9,3.69,,
KOI-1599,b,KOI-1599.02,Transit,2019,13.6088,9,1.9,7.21,,
KOI-1783,b,KOI-1783.01,Transit,2020,134.4628,71,8.86,0.56,,5.7
KOI-1783,c,KOI-1783.02,Transit,2020,284.215,15,5.44,0.51,,2.49
KOI-217,b,KOI-217 b,Transit,2010,3.90512,,12.442,,,272.033
KOI-351,b,KOI-351 b,Transit,2013,7.008151,2.27,1.31,5.55,,316.442
KOI-351,c,KOI-351 c,Transit,2013,8.719375,1.81,1.19,5.9,,236.315
KOI-351,d,KOI-351 d,Transit,2013,59.73667,8.6,2.87,2,,18.168
KOI-351,e,KOI-351 e,Transit,2013,91.93913,7.56,2.66,2.21,,10.228
KOI-351,f,KOI-351 f,Transit,2013,124.9144,8.65,2.88,1.99,,6.796
KOI-351,g,KOI-351 g,Transit,2013,210.60697,254.264,8.1,,,3.387
KOI-351,h,KOI-351 h,Transit,2013,331.60059,381.396,11.3,,,1.849
KOI-3680,b,KOI-3680 b,Transit,2018,141.241671,613.4119,11.097,2.46,347,
KOI-55,b,KOI-55 b,Orbital Brightness Modulation,2011,0.240104,0.44,0.759,5.53,,
KOI-55,c,KOI-55 c,Orbital Brightness Modulation,2011,0.342887,0.655,0.867,5.52,,
KOI-94,b,KOI-94 b,Transit,2013,3.743208,10.5,1.71,10.1,1486,1053.181
KOI-94,c,KOI-94 c,Transit,2013,10.423648,15.6,4.32,0.91,1012,268.219
KOI-94,d,KOI-94 d,Transit,2013,22.342989,106,11.27,0.363,806,97.12
KOI-94,e,KOI-94 e,Transit,2013,54.32031,35,6.56,0.6,584,29.7
KPS-1,b,KPS-1 b,Transit,2018,1.706291,346.4347,11.545,1.31,1459,729
Kapteyn,c,Kapteyn c,Radial Velocity,2014,121.54,7,2.54,2.35,,
Kepler-10,b,Kepler-10 b,Transit,2011,0.837491,4.60853,1.481,8,2130,3741.78
Kepler-10,c,Kepler-10 c,Transit,2011,45.2946,7.37,2.323,3.14,584,18.3
Kepler-100,b,Kepler-100 b,Transit,2014,6.88705,7.34,1.32,14.25,,478.214
Kepler-100,c,Kepler-100 c,Transit,2014,12.8159,7.05,2.2,,,208.657
Kepler-100,d,Kepler-100 d,Transit,2014,35.3331,3,1.61,,,53.981
Kepler-1000,b,Kepler-1000 b,Transit,2016,120.0181272,20.3,4.76,1.03,,18
Kepler-1001,b,Kepler-1001 b,Transit,2016,14.30511983,10.1,3.15,1.78,,40.853
Kepler-1001,c,Kepler-1001 c,Transit,2020,9.18186,3.11,1.578,4.35,,
Kepler-1002,b,Kepler-1002 b,Transit,2016,4.33642933,3.57,1.71,3.92,,
Kepler-1003,b,Kepler-1003 b,Transit,2016,3.55485691,3.82,1.78,3.72,,814.925
Kepler-1004,b,Kepler-1004 b,Transit,2016,5.28789787,32.5,6.28,0.721,,1610.087
Kepler-1005,b,Kepler-1005 b,Transit,2016,6.49801525,2.86,1.5,4.66,,301.329
Kepler-1006,b,Kepler-1006 b,Transit,2016,19.76172042,2.99,1.54,4.5,,153.493
Kepler-1007,b,Kepler-1007 b,Transit,2016,5.18500207,2.67,1.44,4.91,,
Kepler-1008,b,Kepler-1008 b,Transit,2016,12.43931193,2.18,1.28,5.71,,35.408
Kepler-1009,b,Kepler-1009 b,Transit,2016,11.35011917,5.35,2.17,2.88,,11.561
Kepler-101,b,Kepler-101 b,Transit,2014,3.4876812,51.1,5.77,1.45,1513,1240.332
Kepler-101,c,Kepler-101 c,Transit,2014,6.02976,3.78,1.25,10.5,1413,596.069
Kepler-1010,b,Kepler-1010 b,Transit,2016,34.2685705,5.99,2.32,2.64,,10.17
Kepler-1011,b,Kepler-1011 b,Transit,2016,5.75322197,8.6,2.87,2,,108.788
Kepler-1012,b,Kepler-1012 b,Transit,2016,5.50860439,2.21,1.29,5.66,,191.811
Kepler-1013,b,Kepler-1013 b,Transit,2016,18.93054959,5.27,2.15,2.91,,16.101
Kepler-1014,b,Kepler-1014 b,Transit,2016,16.57110363,6.3,2.39,2.54,,33.479
Kepler-1015,b,Kepler-1015 b,Transit,2016,16.00494214,12.3,3.55,1.51,,172.112
Kepler-1016,b,Kepler-1016 b,Transit,2016,1.95452434,5.39,2.18,2.86,,1445.204
Kepler-1016,c,Kepler-1016 c,Transit,2016,105.6551369,13.1,3.68,1.44,,7.071
Kepler-1017,b,Kepler-1017 b,Transit,2016,7.23400469,4.62,1.99,3.22,,119.603
Kepler-1018,b,Kepler-1018 b,Transit,2016,49.1013514,7.18,2.58,2.3,,12.098
Kepler-1019,b,Kepler-1019 b,Transit,2016,1.41122985,2.73,1.46,4.82,,330.249
Kepler-102,b,Kepler-102 b,Transit,2014,5.28696,4.3,0.47,,,90.332
Kepler-102,c,Kepler-102 c,Transit,2014,7.07142,3,0.58,,,61.316
Kepler-102,d,Kepler-102 d,Transit,2014,10.3117,3.8,1.18,13.27,,37.043
Kepler-102,e,Kepler-102 e,Transit,2013,16.1457,8.93,2.22,4.68,,20.385
Kepler-102,f,Kepler-102 f,Transit,2014,27.4536,5.2,0.88,,,10.049
Kepler-1020,b,Kepler-1020 b,Transit,2016,96.9151496,5.82,2.28,2.7,,2.339
Kepler-1021,b,Kepler-1021 b,Transit,2016,13.47469571,6.04,2.33,2.62,,50.37
Kepler-1022,b,Kepler-1022 b,Transit,2016,10.99469878,6.17,2.36,2.58,,19.258
Kepler-1023,b,Kepler-1023 b,Transit,2016,62.1387714,7.41,2.63,2.24,,6.978
Kepler-1024,b,Kepler-1024 b,Transit,2016,66.4162133,14.5,3.91,1.33,,5.446
Kepler-1025,b,Kepler-1025 b,Transit,2016,37.3229493,4.58,1.98,3.24,,17.952
Kepler-1026,b,Kepler-1026 b,Transit,2016,36.5156053,5.52,2.21,2.81,,5.988
Kepler-1027,b,Kepler-1027 b,Transit,2016,1.9078052,0.64,0.89,4.99,,1162.51
Kepler-1028,b,Kepler-1028 b,Transit,2016,2.51462432,2.33,1.33,5.44,,519.636
Kepler-1029,b,Kepler-1029 b,Transit,2016,4.41769648,2.13,1.26,5.85,,
Kepler-103,b,Kepler-103 b,Transit,2014,15.9654,9.7,3.37,1.38,,150.536
Kepler-103,c,Kepler-103 c,Transit,2014,179.612,36.1,5.14,1.47,,5.97
Kepler-1030,b,Kepler-1030 b,Transit,2016,19.32952416,6.71,2.48,2.42,,16.881
Kepler-1031,b,Kepler-1031 b,Transit,2016,1.22621732,0.59,0.87,4.92,,
Kepler-1032,b,Kepler-1032 b,Transit,2016,3.29011795,4.16,1.87,3.5,,176.144
Kepler-1033,b,Kepler-1033 b,Transit,2016,7.56052806,6.85,2.51,2.38,,159.422
Kepler-1034,b,Kepler-1034 b,Transit,2016,12.12400943,5.73,2.26,2.73,,36.787
Kepler-1035,b,Kepler-1035 b,Transit,2016,2.71407755,1.71,1.17,5.87,,1180.064
Kepler-1036,b,Kepler-1036 b,Transit,2016,122.8808058,9.32,3.01,1.88,,2.821
Kepler-1037,b,Kepler-1037 b,Transit,2016,1.06378867,2.18,1.28,5.71,,1015.434
Kepler-1038,b,Kepler-1038 b,Transit,2016,148.4603382,12.2,3.53,1.52,,1.512
Kepler-1039,b,Kepler-1039 b,Transit,2016,0.93488424,2.73,1.46,4.82,,668.128
Kepler-104,b,Kepler-104 b,Transit,2014,11.427548,19.6,3.1,3.62,,119.907
Kepler-104,c,Kepler-104 c,Transit,2014,23.668205,9.96,3.13,1.78,,45.438
Kepler-104,d,Kepler-104 d,Transit,2014,51.755394,12.5,3.58,1.5,,16.012
Kepler-1040,b,Kepler-1040 b,Transit,2016,201.1214,4.98,2.08,3.04,,2.121
Kepler-1041,b,Kepler-1041 b,Transit,2016,24.7576421,8.96,2.94,1.94,,117.956
Kepler-1042,b,Kepler-1042 b,Transit,2016,10.13202575,5.43,2.19,2.84,,
Kepler-1043,b,Kepler-1043 b,Transit,2016,38.5053398,7.04,2.55,2.33,,21.692
Kepler-1044,b,Kepler-1044 b,Transit,2016,6.77408868,7.61,2.67,2.2,,218.497
Kepler-1045,b,Kepler-1045 b,Transit,2016,26.41045478,7.7,2.69,2.17,,19.127
Kepler-1046,b,Kepler-1046 b,Transit,2016,14.37508035,3.57,1.71,3.92,,
Kepler-1047,b,Kepler-1047 b,Transit,2016,56.1886887,5.02,2.09,3.02,,28.851
Kepler-1047,c,Kepler-1047 c,Transit,2016,3.18897601,0.937,0.99,5.31,,1323.065
Kepler-1048,b,Kepler-1048 b,Transit,2016,6.92101021,3.22,1.61,4.24,,96.976
Kepler-1049,b,Kepler-1049 b,Transit,2016,3.27346074,0.809,0.95,5.18,,50.427
Kepler-105,b,Kepler-105 b,Transit,2013,5.4122,5.1,4.81,0.252,1418,341.809
Kepler-105,c,Kepler-105 c,Transit,2014,7.1262,4.6,1.31,11.2,997,161
Kepler-1050,b,Kepler-1050 b,Transit,2016,15.3787546,3.19,1.6,4.28,,62.025
Kepler-1050,c,Kepler-1050 c,Transit,2016,21.1284569,2.79,1.48,4.73,,40.644
Kepler-1051,b,Kepler-1051 b,Transit,2016,25.96200249,11.5,3.4,1.61,,87.457
Kepler-1052,b,Kepler-1052 b,Transit,2016,34.8538276,8.91,2.93,1.95,,20.976
Kepler-1053,b,Kepler-1053 b,Transit,2016,2.41435165,0.904,0.98,5.28,,139.818
Kepler-1054,b,Kepler-1054 b,Transit,2016,4.30655689,7.41,2.63,2.24,,760.524
Kepler-1055,b,Kepler-1055 b,Transit,2016,2.29503623,2.04,1.23,6.02,,647.256
Kepler-1056,b,Kepler-1056 b,Transit,2016,27.495606,9.32,3.01,1.88,,56.91
Kepler-1057,b,Kepler-1057 b,Transit,2016,14.08827448,11.2,3.36,1.62,,69.213
Kepler-1058,b,Kepler-1058 b,Transit,2016,110.96546,7.85,2.72,2.14,,
Kepler-1059,b,Kepler-1059 b,Transit,2016,3.76419105,3.64,1.73,3.86,,174.074
Kepler-106,b,Kepler-106 b,Transit,2014,6.16486,5.3,0.82,,,277.216
Kepler-106,c,Kepler-106 c,Transit,2014,13.5708,10.44,2.5,3.28,,96.905
Kepler-106,d,Kepler-106 d,Transit,2014,23.9802,8.1,0.95,,,45.357
Kepler-106,e,Kepler-106 e,Transit,2014,43.8445,11.17,2.56,3.1,,20.294
Kepler-1060,b,Kepler-1060 b,Transit,2016,46.8779367,6.26,2.38,2.55,,17.416
Kepler-1061,b,Kepler-1061 b,Transit,2016,2.75798267,4.58,1.98,3.24,,788.501
Kepler-1062,b,Kepler-1062 b,Transit,2016,9.30412078,3.75,1.76,3.78,,33.76
Kepler-1063,b,Kepler-1063 b,Transit,2016,14.07971466,2.83,1.49,4.7,,
Kepler-1064,b,Kepler-1064 b,Transit,2016,16.54080322,3.02,1.55,4.46,,
Kepler-1065,b,Kepler-1065 b,Transit,2016,3.60930891,13.4,3.73,1.42,,419.91
Kepler-1065,c,Kepler-1065 c,Transit,2016,2.37030743,3.19,1.6,4.28,,734.619
Kepler-1066,b,Kepler-1066 b,Transit,2016,1.93155984,6.17,2.36,2.58,,710.019
Kepler-1067,b,Kepler-1067 b,Transit,2016,0.76212926,0.437,0.8,4.69,,2761.757
Kepler-1068,b,Kepler-1068 b,Transit,2016,16.92344113,12.8,3.63,1.47,,55.933
Kepler-1069,b,Kepler-1069 b,Transit,2016,23.8990296,3.19,1.6,4.28,,78.175
Kepler-107,b,Kepler-107 b,Transit,2014,3.1800218,3.51,1.536,5.3,1593,1175.382
Kepler-107,c,Kepler-107 c,Transit,2014,4.901452,9.39,1.597,12.65,1379,659.649
Kepler-107,d,Kepler-107 d,Transit,2014,7.95839,3.8,0.86,33.1,1173,346.107
Kepler-107,e,Kepler-107 e,Transit,2014,14.749143,8.6,2.903,2,955,151.942
Kepler-1070,b,Kepler-1070 b,Transit,2016,6.2216147,3.64,1.73,3.86,,380.134
Kepler-1071,b,Kepler-1071 b,Transit,2016,6.1799844,6.26,2.38,2.55,,137.927
Kepler-1072,b,Kepler-1072 b,Transit,2016,1.5690665,3.12,1.58,4.35,,2944
Kepler-1073,b,Kepler-1073 b,Transit,2016,8.67888593,5.9,2.3,2.66,,128.55
Kepler-1073,c,Kepler-1073 c,Transit,2016,4.02582254,3.33,1.64,4.15,,357.082
Kepler-1074,b,Kepler-1074 b,Transit,2016,5.94566534,2.1,1.25,5.91,,27.569
Kepler-1075,b,Kepler-1075 b,Transit,2016,1.52372816,2.6,1.42,4.99,,143.968
Kepler-1076,b,Kepler-1076 b,Transit,2016,6.14727918,0.437,0.8,4.69,,
Kepler-1077,b,Kepler-1077 b,Transit,2016,34.3511874,8.1,2.77,2.09,,26.928
Kepler-1078,b,Kepler-1078 b,Transit,2016,3.00725242,4.27,1.9,3.42,,2298.642
Kepler-1079,b,Kepler-1079 b,Transit,2016,13.24503188,3.29,1.63,4.17,,195.353
Kepler-108,b,Kepler-108 b,Transit,2014,49.183921,56,8.65,0.475,,
Kepler-108,c,Kepler-108 c,Transit,2014,190.323494,50.9,8.18,0.511,,
Kepler-1080,b,Kepler-1080 b,Transit,2016,77.2548396,10.8,3.28,1.68,,55.45
Kepler-1081,b,Kepler-1081 b,Transit,2016,3.85691855,1.01,1.01,5.39,,225.216
Kepler-1082,b,Kepler-1082 b,Transit,2016,1.5432066,1.46,1.12,5.71,,2949.557
Kepler-1083,b,Kepler-1083 b,Transit,2016,33.4177993,11.2,3.36,1.62,,10.148
Kepler-1084,b,Kepler-1084 b,Transit,2016,2.05333679,1.41,1.11,5.67,,1766.593
Kepler-1085,b,Kepler-1085 b,Transit,2016,219.3217528,41.2,7.22,0.602,,2.055
Kepler-1085,c,Kepler-1085 c,Transit,2020,56.7771,10.7,3.268,1.68,,
Kepler-1086,b,Kepler-1086 b,Transit,2016,18.78425728,6.53,2.44,2.47,,9.157
Kepler-1086,c,Kepler-1086 c,Transit,2016,161.5163345,8.96,2.94,1.94,,0.519
Kepler-1087,b,Kepler-1087 b,Transit,2016,0.69384285,0.165,0.61,3.99,,3496.493
Kepler-1088,b,Kepler-1088 b,Transit,2016,23.12748644,2.6,1.42,4.99,,44.887
Kepler-1089,b,Kepler-1089 b,Transit,2016,5.13248562,4.01,1.83,3.6,,26.266
Kepler-109,b,Kepler-109 b,Transit,2014,6.48163,7.3,2.37,,,432.328
Kepler-109,c,Kepler-109 c,Transit,2014,21.2227,21.8,2.52,,,88.921
Kepler-1090,b,Kepler-1090 b,Transit,2016,198.680179,5.69,2.25,2.74,,1.825
Kepler-1091,b,Kepler-1091 b,Transit,2016,1.43474156,2.73,1.46,4.82,,1740.858
Kepler-1092,b,Kepler-1092 b,Transit,2016,58.6017925,4.94,2.07,3.06,,17.016
Kepler-1093,b,Kepler-1093 b,Transit,2016,25.0824626,4.46,1.95,3.31,,
Kepler-1093,c,Kepler-1093 c,Transit,2016,89.722292,4.5,1.96,3.28,,
Kepler-1094,b,Kepler-1094 b,Transit,2016,78.1000231,10.2,3.18,1.74,,10.336
Kepler-1095,b,Kepler-1095 b,Transit,2016,4.27103091,1.92,1.21,5.96,,
Kepler-1096,b,Kepler-1096 b,Transit,2016,2.89221751,2.07,1.24,5.97,,124.866
Kepler-1097,b,Kepler-1097 b,Transit,2016,187.747029,10.7,3.26,1.7,,1.3
Kepler-1098,b,Kepler-1098 b,Transit,2016,2.54307286,2.24,1.3,5.6,,995.67
Kepler-1099,b,Kepler-1099 b,Transit,2016,2.16845259,8.4,2.83,2.04,,766.344
Kepler-11,b,Kepler-11 b,Transit,2010,10.3039,1.9,1.8,1.72,,146.36
Kepler-11,c,Kepler-11 c,Transit,2010,13.0241,2.9,2.87,0.66,,107.224
Kepler-11,d,Kepler-11 d,Transit,2010,22.6845,7.3,3.12,1.28,,51.115
Kepler-11,e,Kepler-11 e,Transit,2010,31.9996,8,4.19,0.58,,32.34
Kepler-11,f,Kepler-11 f,Transit,2010,46.6888,2,2.49,0.69,,19.53
Kepler-11,g,Kepler-11 g,Transit,2010,118.3807,25,3.33,4,,5.65
Kepler-110,b,Kepler-110 b,Transit,2014,12.691112,4.01,1.83,3.6,,153.881
Kepler-110,c,Kepler-110 c,Transit,2014,31.719775,5.52,2.21,2.81,,45.336
Kepler-1100,b,Kepler-1100 b,Transit,2016,6.42200058,3.71,1.75,3.8,,238.508
Kepler-1101,b,Kepler-1101 b,Transit,2016,81.3151059,6.66,2.47,2.43,,3.577
Kepler-1102,b,Kepler-1102 b,Transit,2016,51.3285623,7.56,2.66,2.21,,22.981
Kepler-1103,b,Kepler-1103 b,Transit,2016,19.79191978,5.77,2.27,2.71,,160.282
Kepler-1104,b,Kepler-1104 b,Transit,2016,5.03728015,2.04,1.23,6.02,,813.524
Kepler-1105,b,Kepler-1105 b,Transit,2016,4.42157218,4.7,2.01,3.18,,47.18
Kepler-1106,b,Kepler-1106 b,Transit,2016,1.25275217,3.36,1.65,4.11,,2399.974
Kepler-1107,b,Kepler-1107 b,Transit,2016,0.57103852,2.36,1.34,5.39,,2387.261
Kepler-1108,b,Kepler-1108 b,Transit,2016,4.51005748,2.73,1.46,4.82,,206.414
Kepler-1109,b,Kepler-1109 b,Transit,2016,37.6467384,5.43,2.19,2.84,,11.382
Kepler-111,b,Kepler-111 b,Transit,2014,3.341815,3.12,1.58,4.35,,677.503
Kepler-111,c,Kepler-111 c,Transit,2014,224.784608,42,7.3,0.593,,2.479
Kepler-1110,b,Kepler-1110 b,Transit,2016,9.69312032,7.56,2.66,2.21,,43.136
Kepler-1111,b,Kepler-1111 b,Transit,2016,8.79617863,4.66,2,3.2,,118.52
Kepler-1112,b,Kepler-1112 b,Transit,2016,14.36267939,9.38,3.02,1.87,,254.963
Kepler-1113,b,Kepler-1113 b,Transit,2016,42.3004954,8.3,2.81,2.06,,22.849
Kepler-1114,b,Kepler-1114 b,Transit,2016,14.97435694,2.39,1.35,5.34,,39.321
Kepler-1115,b,Kepler-1115 b,Transit,2016,23.5540725,3.53,1.7,3.95,,516.101
Kepler-1116,b,Kepler-1116 b,Transit,2016,41.6977827,6.99,2.54,2.34,,15.793
Kepler-1117,b,Kepler-1117 b,Transit,2016,4.79028459,1.41,1.11,5.67,,194.976
Kepler-1118,b,Kepler-1118 b,Transit,2016,38.6715075,7.95,2.74,2.12,,20.011
Kepler-1119,b,Kepler-1119 b,Transit,2016,8.3265153,4.35,1.92,3.38,,
Kepler-112,b,Kepler-112 b,Transit,2014,8.408878,6.17,2.36,2.58,,123.818
Kepler-112,c,Kepler-112 c,Transit,2014,28.574263,6.35,2.4,2.52,,24.255
Kepler-1120,b,Kepler-1120 b,Transit,2016,2.94902905,2.48,1.38,5.19,,206.874
Kepler-1121,b,Kepler-1121 b,Transit,2016,13.15141081,4.31,1.91,3.4,,205.272
Kepler-1122,b,Kepler-1122 b,Transit,2016,42.1917357,4.82,2.04,3.12,,23.263
Kepler-1123,b,Kepler-1123 b,Transit,2016,4.33946454,3.43,1.67,4.05,,190.016
Kepler-1124,b,Kepler-1124 b,Transit,2016,2.85234897,2.18,1.28,5.71,,50.777
Kepler-1125,b,Kepler-1125 b,Transit,2016,17.6700642,4.04,1.84,3.56,,252.786
Kepler-1126,b,Kepler-1126 b,Transit,2016,108.593329,3.64,1.73,3.86,,4.55
Kepler-1127,b,Kepler-1127 b,Transit,2016,5.12330347,4.5,1.96,3.28,,160.765
Kepler-1128,b,Kepler-1128 b,Transit,2016,61.6178167,12.9,3.65,1.46,,6.451
Kepler-1129,b,Kepler-1129 b,Transit,2016,24.3397804,9.06,2.96,1.92,,32.265
Kepler-1129,c,Kepler-1129 c,Transit,2016,76.5369586,7.9,2.73,2.13,,7.006
Kepler-113,b,Kepler-113 b,Transit,2014,4.754,11.7,1.82,10.73,,105.333
Kepler-113,c,Kepler-113 c,Transit,2014,8.92507,8.7,2.18,,,45.596
Kepler-1130,b,Kepler-1130 b,Transit,2016,5.45298175,0.437,0.8,4.69,,162.65
Kepler-1131,b,Kepler-1131 b,Transit,2016,3.53232449,3.15,1.59,4.31,,453.142
Kepler-1132,b,Kepler-1132 b,Transit,2016,62.8916228,6.12,2.35,2.59,,4.547
Kepler-1133,b,Kepler-1133 b,Transit,2016,11.55562343,4.54,1.97,3.26,,55.758
Kepler-1134,b,Kepler-1134 b,Transit,2016,17.13263989,7.46,2.64,2.23,,29.864
Kepler-1135,b,Kepler-1135 b,Transit,2016,76.957857,4.08,1.85,3.54,,25.76
Kepler-1136,b,Kepler-1136 b,Transit,2016,2.36172433,3.33,1.64,4.15,,150.055
Kepler-1137,b,Kepler-1137 b,Transit,2016,23.9210791,5.48,2.2,2.83,,197.846
Kepler-1138,b,Kepler-1138 b,Transit,2016,3.17060005,3.53,1.7,3.95,,245.904
Kepler-1139,b,Kepler-1139 b,Transit,2016,0.81316672,1.81,1.19,5.9,,1717.276
Kepler-114,b,Kepler-114 b,Transit,2014,5.188549,6.8,1.26,18.7,588,92.535
Kepler-114,c,Kepler-114 c,Transit,2013,8.041,2.8,1.6,3.76,508,51.623
Kepler-114,d,Kepler-114 d,Transit,2013,11.776,3.9,2.53,1.32,447,31.016
Kepler-1140,b,Kepler-1140 b,Transit,2016,24.0862707,8.1,2.77,2.09,,13.051
Kepler-1141,b,Kepler-1141 b,Transit,2016,2.34451194,0.477,0.82,4.75,,1146.953
Kepler-1142,b,Kepler-1142 b,Transit,2016,18.3027248,2.76,1.47,4.77,,147.817
Kepler-1143,b,Kepler-1143 b,Transit,2016,2.88890485,3.43,1.67,4.05,,173.056
Kepler-1143,c,Kepler-1143 c,Transit,2016,210.630591,12.6,3.6,1.48,,0.568
Kepler-1144,b,Kepler-1144 b,Transit,2016,17.14647302,4.62,1.99,3.22,,62.061
